LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
	PI(16:4/20:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:2)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:4)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:5)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/22:6)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
	PI(16:4/24:1)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]										
LMGP06050029	PI(17:0/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	586.311818	C26H51O12P	123066191	52928624	KNQQEDTUCAXLKN-YKQQWIMLSA-N					
LMGP06010194	PI(17:0/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	768.478884	C38H73O13P	123065213	52927647	UGKURZRJRCHWFN-YKAIFLCESA-N					
LMGP06010868	PI(17:0/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	782.494534	C39H75O13P	123065887	52928321	HMPNDYRUJRVXDG-FVAANCMESA-N					
LMGP06010195	PI(17:0/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	796.510184	C40H77O13P	123065214	52927648	LIVOBTVMRPZVLZ-QETKDSMISA-N					
LMGP06010006	PI(17:0/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	794.494534	C40H75O13P	14714418	9547145	DCGHXGQTWWDGTQ-HOWQBQFQSA-N					
LMGP06010867	PI(17:0/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	810.525834	C41H79O13P	123065886	52928320	NTKYFOIGAXATDQ-NBURIUCMSA-N					
LMGP06010196	PI(17:0/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	808.510184	C41H77O13P	123065215	52927649	MPFAQJGPDDXGFP-JDDOAFKNSA-N					
LMGP06010197	PI(17:0/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	824.541484	C42H81O13P	123065216	52927650	WKILVNOSAKZXDF-CUCDKVCGSA-N					
LMGP06010198	PI(17:0/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	822.525834	C42H79O13P	123065217	52927651	FXMHWWORVQATPB-MPXHMEFZSA-N					
LMGP06010866	PI(17:0/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	838.557134	C43H83O13P	123065885	52928319	GRYRXZZDRGDRHB-HGTJTCKHSA-N					
LMGP06010199	PI(17:0/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	836.541484	C43H81O13P	123065218	52927652	PZAXIPCSDVGVGP-QDXSQSGLSA-N					
LMGP06010200	PI(17:0/17:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	834.525834	C43H79O13P	123065219	52927653	VQSAUXJDHADFHG-HGFIONRRSA-N					
LMGP06010865	PI(17:0/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	852.572784	C44H85O13P	123065884	52928318	PGZWGFKMHNIJGL-XAHYZKOKSA-N					
LMGP06010864	PI(17:0/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	850.557134	C44H83O13P	123065883	52928317	NPAUVQALSMSELR-PZVGKDLLSA-N					
LMGP06010201	PI(17:0/18:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	848.541484	C44H81O13P	123065220	52927654	AJAKJCJJRMUWFW-JXQRQSSNSA-N					
LMGP06010202	PI(17:0/18:3(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065221	52927655	CVKLHEPSDFCGNC-GQMRLZRGSA-N					
LMGP06010203	PI(17:0/18:3(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065222	52927656	YSSIHFSLTYNTPU-BKMLUQQASA-N					
LMGP06010204	PI(17:0/18:4(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065223	52927657	CUNCFGBGLSRAAE-UWGDDOPPSA-N					
LMGP06010205	PI(17:0/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	866.588434	C45H87O13P	123065224	52927658	BQINPVSGDMCQCU-SNXKPFKBSA-N					
LMGP06010206	PI(17:0/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	864.572784	C45H85O13P	123065225	52927659	APRWNKCXRRIFMT-INLPTSQGSA-N					
LMGP06010937	PI(17:0/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	880.604084	C46H89O13P	123065956	52928390	UQFBNYCSMYEKEY-HWTSBYLISA-N					
LMGP06010207	PI(17:0/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	878.588434	C46H87O13P	123065226	52927660	QZDPMEUEAJMYBK-PBTXRKBRSA-N					
LMGP06010208	PI(17:0/20:2(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	876.572784	C46H85O13P	123065227	52927661	FEPXVFMFODSPCG-FJDCKVIDSA-N					
LMGP06010209	PI(17:0/20:3(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	874.557134	C46H83O13P	123065228	52927662	LIXWYQRODFZVFD-PFCKDMCJSA-N					
LMGP06010004	PI(17:0/20:4(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	872.541484	C46H81O13P	14714416	9547141	IVKFRZJXXGDYJH-CKRYNKIBSA-N					
LMGP06010210	PI(17:0/20:5(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	870.525834	C46H79O13P	123065229	52927663	DGRNZNZECRXZCS-FOJKJAHBSA-N					
LMGP06010211	PI(17:0/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	894.619734	C47H91O13P	123065230	52927664	ALFWUJLYFILPCW-OXRHWTJRSA-N					
LMGP06010212	PI(17:0/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	908.635384	C48H93O13P	123065231	52927665	ZAGQUQAMQKXWNG-LMPADNAWSA-N					
LMGP06010213	PI(17:0/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	906.619734	C48H91O13P	123065232	52927666	GHKSKXNJPNDZEN-AHKQRDPBSA-N					
LMGP06010214	PI(17:0/22:2(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	904.604084	C48H89O13P	123065233	52927667	MTDHYSCYMRZACR-XPIRGMQLSA-N					
LMGP06010215	PI(17:0/22:4(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	900.572784	C48H85O13P	123065234	52927668	CDNVKNUPIGYZAN-FQASJKAWSA-N					
LMGP06010863	PI(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	896.541484	C48H81O13P	123065882	52928316	ZNTPMDYOOLWCIA-FJIZFOBISA-N					
LMGP06050003	PI(17:1(10Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	584.296168	C26H49O12P	74380466	42607494	IJYZXEQPMZTSQX-NFDVZVEYSA-N					
LMGP06050032	PI(17:1(9Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	584.296168	C26H49O12P	123066194	52928627	WVYBCWJZPKDINL-ILNVZCFKSA-N					
LMGP06010216	PI(17:1(9Z)/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	766.463234	C38H71O13P	123065235	52927669	ABJJPWGRKUEJJK-ZHOUKYIGSA-N					
LMGP06010217	PI(17:1(9Z)/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	780.478884	C39H73O13P	123065236	52927670	BOJGRJWMAMKASM-KXURGBPWSA-N					
LMGP06010218	PI(17:1(9Z)/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	794.494534	C40H75O13P	123065237	52927671	BXLDULUFMNAMOD-UQFCZYQGSA-N					
LMGP06010219	PI(17:1(9Z)/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	792.478884	C40H73O13P	123065238	52927672	GTLDFIMOYARKIX-DMBBCTOOSA-N					
LMGP06010220	PI(17:1(9Z)/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	808.510184	C41H77O13P	123065239	52927673	QEWZGDIOKYRNTH-WPGMHDJWSA-N					
LMGP06010221	PI(17:1(9Z)/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	806.494534	C41H75O13P	123065240	52927674	XZACZBHRPAPCAB-FNFOTODXSA-N					
LMGP06010222	PI(17:1(9Z)/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	822.525834	C42H79O13P	123065241	52927675	NVSJINZWYKJPMB-HJMDWVRXSA-N					
LMGP06010223	PI(17:1(9Z)/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	820.510184	C42H77O13P	123065242	52927676	ZKBUIDXDILYSMK-PAUZWECQSA-N					
LMGP06010224	PI(17:1(9Z)/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	836.541484	C43H81O13P	123065243	52927677	IAFXUSOUDMMXIZ-FMIFYGBTSA-N					
LMGP06010862	PI(17:1(9Z)/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	834.525834	C43H79O13P	123065881	52928315	NBJSYDLFENEDRE-KUVBXVLNSA-N					
LMGP06010225	PI(17:1(9Z)/17:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	832.510184	C43H77O13P	123065244	52927678	NBDSOXWOFBTEQK-MQJNGRHASA-N					
LMGP06010226	PI(17:1(9Z)/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	850.557134	C44H83O13P	123065245	52927679	BMKFTRKKUNDFNF-SYRWUCCUSA-N					
LMGP06010227	PI(17:1(9Z)/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	848.541484	C44H81O13P	123065246	52927680	MNJOHIMMKUCWHD-KYCJSSECSA-N					
LMGP06010228	PI(17:1(9Z)/18:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065247	52927681	VBOQRGOOHMYXBE-PRBLXJMPSA-N					
LMGP06010229	PI(17:1(9Z)/18:3(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065248	52927682	KCLKWOHFBXGNEH-AVPWLTPCSA-N					
LMGP06010230	PI(17:1(9Z)/18:3(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065249	52927683	JUZKAUYDXUUCFB-XVPAPJFCSA-N					
LMGP06010231	PI(17:1(9Z)/18:4(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	842.494534	C44H75O13P	123065250	52927684	BTPSPLATKKJRDW-TWTPNTKQSA-N					
LMGP06010232	PI(17:1(9Z)/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	864.572784	C45H85O13P	123065251	52927685	GOVDPARJWNDETL-DETGOBFUSA-N					
LMGP06010233	PI(17:1(9Z)/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	862.557134	C45H83O13P	123065252	52927686	SHYYIEHOAQVTBX-COXXXYIWSA-N					
LMGP06010234	PI(17:1(9Z)/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	878.588434	C46H87O13P	123065253	52927687	QSEDDZNDOYIZGG-GNDIZENWSA-N					
LMGP06010235	PI(17:1(9Z)/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	876.572784	C46H85O13P	123065254	52927688	CEDNJLDZJZMNSC-SMVCKFIYSA-N					
LMGP06010236	PI(17:1(9Z)/20:2(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	874.557134	C46H83O13P	123065255	52927689	AEPULSQZMAQVDB-JVWXTHHBSA-N					
LMGP06010237	PI(17:1(9Z)/20:3(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	872.541484	C46H81O13P	123065256	52927690	BKASIKGHTJLEGJ-TWVMMEKWSA-N					
LMGP06010238	PI(17:1(9Z)/20:4(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	870.525834	C46H79O13P	123065257	52927691	PQPOSAPPGCETJM-ZFLBWNCLSA-N					
LMGP06010239	PI(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	868.510184	C46H77O13P	123065258	52927692	VEVMKGAHUWKJAB-HOQPXKIGSA-N					
LMGP06010240	PI(17:1(9Z)/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	892.604084	C47H89O13P	123065259	52927693	WLXKNMVTPXYJHZ-SVDPSVSJSA-N					
LMGP06010241	PI(17:1(9Z)/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	906.619734	C48H91O13P	123065260	52927694	OLSZPABMWGNLFW-AEOCPPHCSA-N					
LMGP06010242	PI(17:1(9Z)/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	904.604084	C48H89O13P	123065261	52927695	MSCSKBFMKJNOMD-WZIAMSJFSA-N					
LMGP06010243	PI(17:1(9Z)/22:2(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	902.588434	C48H87O13P	123065262	52927696	RZFSWZBTCIMBGH-WDYOUVNHSA-N					
LMGP06010244	PI(17:1(9Z)/22:4(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	898.557134	C48H83O13P	123065263	52927697	FQTYRSQSTFTQLP-QAURVSIOSA-N					
LMGP06010245	PI(17:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	894.525834	C48H79O13P	123065264	52927698	PNSPILYZNULWFJ-KCOLYKQCSA-N					
LMGP06050015	PI(17:2(9Z,12Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	582.280518	C26H47O12P	123066177	52928610	CXHDGZFLVMVIOQ-NTXBIVQQSA-N					
LMGP06010246	PI(17:2(9Z,12Z)/12:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	764.447584	C38H69O13P	123065265	52927699	QQEDLNJPBUPTSY-FFQNENIWSA-N					
LMGP06010247	PI(17:2(9Z,12Z)/13:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	778.463234	C39H71O13P	123065266	52927700	LZSASIMPPUOWRV-ZBJYAESCSA-N					
LMGP06010248	PI(17:2(9Z,12Z)/14:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	792.478884	C40H73O13P	123065267	52927701	PMIOIUNLLCCLAR-SFVDYJERSA-N					
LMGP06010249	PI(17:2(9Z,12Z)/14:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	790.463234	C40H71O13P	123065268	52927702	AVRQLZGTQZROFD-SDHZVWDHSA-N					
LMGP06010250	PI(17:2(9Z,12Z)/15:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	806.494534	C41H75O13P	123065269	52927703	ZLGUCEKXZLVNRU-LUULGSOOSA-N					
LMGP06010251	PI(17:2(9Z,12Z)/15:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	804.478884	C41H73O13P	123065270	52927704	YMCVWMMBANWXFR-GGEMKTAJSA-N					
LMGP06010252	PI(17:2(9Z,12Z)/16:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	820.510184	C42H77O13P	123065271	52927705	BWFZIXWLQLKZHS-MXWUNMKDSA-N					
LMGP06010253	PI(17:2(9Z,12Z)/16:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	818.494534	C42H75O13P	123065272	52927706	SBGOSHNALRSDKA-KIXUKAFISA-N					
LMGP06010254	PI(17:2(9Z,12Z)/17:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	834.525834	C43H79O13P	123065273	52927707	CVQVSVZABGYUNS-ZTGHJDICSA-N					
LMGP06010255	PI(17:2(9Z,12Z)/17:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	832.510184	C43H77O13P	123065274	52927708	DGGHTFZNZUODRI-ZQPHZOSLSA-N					
LMGP06010861	PI(17:2(9Z,12Z)/17:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	830.494534	C43H75O13P	123065880	52928314	YKVITYYVKQBDAV-FVCXJTACSA-N					
LMGP06010256	PI(17:2(9Z,12Z)/18:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	848.541484	C44H81O13P	123065275	52927709	QNFSLWANOFKMNA-ZAMZQZSYSA-N					
LMGP06010257	PI(17:2(9Z,12Z)/18:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065276	52927710	KQPBSRRKJJXDJJ-ZWFXWTNASA-N					
LMGP06010258	PI(17:2(9Z,12Z)/18:2(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065277	52927711	BLPWEXZJRLMKTK-IPWNBMGOSA-N					
LMGP06010259	PI(17:2(9Z,12Z)/18:3(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	842.494534	C44H75O13P	123065278	52927712	IXHJNENKODCUSV-CEFVJUPPSA-N					
LMGP06010260	PI(17:2(9Z,12Z)/18:3(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	842.494534	C44H75O13P	123065279	52927713	CYVJKXHXPZNWFW-YVFKGDBOSA-N					
LMGP06010261	PI(17:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	840.478884	C44H73O13P	123065280	52927714	PPBJMJHNBHPOCM-ZYBAKBQUSA-N					
LMGP06010262	PI(17:2(9Z,12Z)/19:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	862.557134	C45H83O13P	123065281	52927715	ZCNFWTQDZASUAH-CAVUZRBDSA-N					
LMGP06010263	PI(17:2(9Z,12Z)/19:1(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	860.541484	C45H81O13P	123065282	52927716	ISTIZMXMXPNQES-ATLZMIKOSA-N					
LMGP06010264	PI(17:2(9Z,12Z)/20:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	876.572784	C46H85O13P	123065283	52927717	URBJXOITJHPKNX-WKRZBUHLSA-N					
LMGP06010265	PI(17:2(9Z,12Z)/20:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	874.557134	C46H83O13P	123065284	52927718	LVLZMDWHMPJSQN-YKIQLMGRSA-N					
LMGP06010266	PI(17:2(9Z,12Z)/20:2(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	872.541484	C46H81O13P	123065285	52927719	RJVGCJUSNBLFCW-JPAHXYKMSA-N					
LMGP06010267	PI(17:2(9Z,12Z)/20:3(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	870.525834	C46H79O13P	123065286	52927720	DZRCPGNFUDZLDC-ZQSPVEIJSA-N					
LMGP06010268	PI(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	868.510184	C46H77O13P	123065287	52927721	CYSFXTAJGVDQCN-NUJSCWFBSA-N					
LMGP06010269	PI(17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	866.494534	C46H75O13P	123065288	52927722	GWPGHNOXVCNIHT-XUSUFDCDSA-N					
LMGP06010270	PI(17:2(9Z,12Z)/21:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	890.588434	C47H87O13P	123065289	52927723	XPYJGPSAHSGDAV-AAEASVOPSA-N					
LMGP06010271	PI(17:2(9Z,12Z)/22:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	904.604084	C48H89O13P	123065290	52927724	UCOLUPRHCAFFNX-VNRRTBCJSA-N					
LMGP06010272	PI(17:2(9Z,12Z)/22:1(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	902.588434	C48H87O13P	123065291	52927725	ZPVGVOCOHSHNSJ-INWOFYAESA-N					
LMGP06010273	PI(17:2(9Z,12Z)/22:2(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	900.572784	C48H85O13P	123065292	52927726	QHJAFTLLJAVBFR-AHBDQRAESA-N					
