LM_ID	COMMON_NAME	Adduct	CATEGORY	MAIN_CLASS	SUB_CLASS	EXACT_MASS	FORMULA	PUBCHEM_SID	PUBCHEM_CID	INCHI_KEY	KEGG_ID	HMDBID	CHEBI_ID	LIPIDAT_ID	LIPIDBANK_ID
XXX_LMGP06010850	PI(18:8(9Z)/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	858.525834	C45H79O13P	123065869	52928303	GOWNAKLKHNFBLL-UJAKPBMDSA-N						
XXX_LMGP06010299	PI(18:8(9Z)/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	856.510184	C45H77O13P	123065318	52927752	PXSICIWGXTVEKK-JNYKZNRHSA-N						
XXX_LMGP06010300	PI(18:8(9Z)/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	878.588434	C46H87O13P	123065319	52927753	GZDTXQSVAYKAPA-JZUXMLHUSA-N						
XXX_LMGP06010301	PI(18:8(9Z)/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	876.572784	C46H85O13P	123065320	52927754	YBXIEGKKDOOBLU-UIUYICEASA-N						
XXX_LMGP06010930	PI(18:8(9Z)/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	892.604084	C47H89O13P	123065949	52928383	KKBCRGWIWQZIHZ-HEOQMDHBSA-N						
XXX_LMGP06010929	PI(18:8(9Z)/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	890.588434	C47H87O13P	123065948	52928382	UUZAEHIJWDBCIA-KIRWWLEESA-N						
XXX_LMGP06010302	PI(18:8(9Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	888.572784	C47H85O13P	123065321	52927755	YDQKOXBNLGWHTC-LFRMGQBPSA-N						
XXX_LMGP06010303	PI(18:8(9Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	886.557134	C47H83O13P	123065322	52927756	WTRAJKINRRDLTR-YRUQOAMLSA-N						
XXX_LMGP06010849	PI(18:8(9Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	884.541484	C47H81O13P	123065868	52928302	SHIZRFSRTKXRQL-VKUXDMFFSA-N						
XXX_LMGP06010848	PI(18:8(9Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	882.525834	C47H79O13P	123065867	52928301	ZHEIBMBVWLKKJS-ZWRKJHEZSA-N						
XXX_LMGP06010304	PI(18:8(9Z)/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	906.619734	C48H91O13P	123065323	52927757	XSZZSWUAFPHQBE-LVALTKTBSA-N						
XXX_LMGP06010928	PI(18:8(9Z)/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	920.635384	C49H93O13P	123065947	52928381	FYPBYKGKWILHCB-YCXLTFNJSA-N						
XXX_LMGP06010305	PI(18:8(9Z)/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	918.619734	C49H91O13P	123065324	52927758	OECPCBUIHMPEDR-KICIPMCBSA-N						
XXX_LMGP06010306	PI(18:8(9Z)/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	916.604084	C49H89O13P	123065325	52927759	IWPRKEUZMKOLQC-KTKXQPAFSA-N						
XXX_LMGP06010307	PI(18:8(9Z)/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	912.572784	C49H85O13P	123065326	52927760	ICWMPBXGZXZGJR-IFNKYRFISA-N						
XXX_LMGP06010013	PI(18:8(9Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	908.541484	C49H81O13P	123065032	52927466	QHPDGSFYNQHVMI-DRTUOQCGSA-N						
XXX_LMGP06050010	PI(18:9(9Z,12Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	596.296168	C27H49O12P	123066172	52928605	SAHCQBPGXQFTRA-VJGPZIHTSA-N						
XXX_LMGP06010308	PI(18:9(9Z,12Z)/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	778.463234	C39H71O13P	123065327	52927761	MDBDWDFGUOSZIC-OTXIYSAJSA-N						
XXX_LMGP06010309	PI(18:9(9Z,12Z)/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	792.478884	C40H73O13P	123065328	52927762	TVGHEWASHPCLGP-VNINZBRJSA-N						
XXX_LMGP06010310	PI(18:9(9Z,12Z)/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	806.494534	C41H75O13P	123065329	52927763	MNQSOWGIYPIQAC-FJYZGLMTSA-N						
XXX_LMGP06010311	PI(18:9(9Z,12Z)/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	804.478884	C41H73O13P	123065330	52927764	YTSAKPNRYATXSV-AWLNQGHQSA-N						
XXX_LMGP06010312	PI(18:9(9Z,12Z)/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	820.510184	C42H77O13P	123065331	52927765	SSBJZRJXJSVMRJ-LFMVGVNZSA-N						
XXX_LMGP06010313	PI(18:9(9Z,12Z)/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	818.494534	C42H75O13P	123065332	52927766	AVYZEAHGDFPETP-MELBBBNNSA-N						
XXX_LMGP06010847	PI(18:9(9Z,12Z)/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	834.525834	C43H79O13P	123065866	52928300	ZPUUVEHXYAPJAQ-KOHXHNRGSA-N						
XXX_LMGP06010314	PI(18:9(9Z,12Z)/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	832.510184	C43H77O13P	123065333	52927767	LFELXYLZGXUBQU-RXWXUAOLSA-N						
XXX_LMGP06010315	PI(18:9(9Z,12Z)/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	848.541484	C44H81O13P	123065334	52927768	UBQUSIBCBNIMCL-JXQRQSSNSA-N						
XXX_LMGP06010316	PI(18:9(9Z,12Z)/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065335	52927769	GTUCFVMPBZXUFJ-PRBLXJMPSA-N						
XXX_LMGP06010317	PI(18:9(9Z,12Z)/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065336	52927770	NDSOAEYJCADWEW-IPWNBMGOSA-N						
XXX_LMGP06010846	PI(18:9(9Z,12Z)/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	862.557134	C45H83O13P	123065865	52928299	AXGVJUACAGEWGQ-TYYHIVGOSA-N						
XXX_LMGP06010318	PI(18:9(9Z,12Z)/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	860.541484	C45H81O13P	123065337	52927771	FZEAVXFBDFDVTA-WVTRDIJZSA-N						
XXX_LMGP06010927	PI(18:9(9Z,12Z)/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	858.525834	C45H79O13P	123065946	52928380	JTPRPYYVVJBCFF-IULBOROHSA-N						
XXX_LMGP06010319	PI(18:9(9Z,12Z)/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	856.510184	C45H77O13P	123065338	52927772	ZTZKUBXPUNRXEE-VVENKJGSSA-N						
XXX_LMGP06010320	PI(18:9(9Z,12Z)/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	856.510184	C45H77O13P	123065339	52927773	WMMFFYJKTYDOCO-QNQJPKAXSA-N						
XXX_LMGP06010321	PI(18:9(9Z,12Z)/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	854.494534	C45H75O13P	123065340	52927774	SSGPMKCSDDDBFU-JVXBFYEMSA-N						
XXX_LMGP06010322	PI(18:9(9Z,12Z)/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	876.572784	C46H85O13P	123065341	52927775	QUPOCMLDENEINZ-BWSSPVHRSA-N						
XXX_LMGP06010323	PI(18:9(9Z,12Z)/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	874.557134	C46H83O13P	123065342	52927776	ATDKXKCFCRUCOC-LBWROSSFSA-N						
XXX_LMGP06010324	PI(18:9(9Z,12Z)/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	890.588434	C47H87O13P	123065343	52927777	QCAZKMDOOBRWLU-CKXJZSFQSA-N						
XXX_LMGP06010325	PI(18:9(9Z,12Z)/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	888.572784	C47H85O13P	123065344	52927778	VVADTISLHXZLIB-WNWAWKNRSA-N						
XXX_LMGP06010326	PI(18:9(9Z,12Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	886.557134	C47H83O13P	123065345	52927779	KWLSOMXGJQDEIE-BCJFPNFZSA-N						
XXX_LMGP06010327	PI(18:9(9Z,12Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	884.541484	C47H81O13P	123065346	52927780	WMVAOBOFQHVKTL-VEAQMIGASA-N						
XXX_LMGP06010845	PI(18:9(9Z,12Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	882.525834	C47H79O13P	123065864	52928298	LKHLQFOBIKTEHB-XZBCUXRSSA-N						
XXX_LMGP06010328	PI(18:9(9Z,12Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	880.510184	C47H77O13P	123065347	52927781	PJGBJPJEYMOHKG-DPKVPEGPSA-N						
XXX_LMGP06010329	PI(18:9(9Z,12Z)/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	904.604084	C48H89O13P	123065348	52927782	CIRHEODJVMSADM-BJPPNJEWSA-N						
XXX_LMGP06010330	PI(18:9(9Z,12Z)/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	918.619734	C49H91O13P	123065349	52927783	XDBRLFVLQNCPKO-HXDDAYHTSA-N						
XXX_LMGP06010331	PI(18:9(9Z,12Z)/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	916.604084	C49H89O13P	123065350	52927784	SEYSLRAMUBERFV-FPJNARQBSA-N						
XXX_LMGP06010332	PI(18:9(9Z,12Z)/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	914.588434	C49H87O13P	123065351	52927785	SUMPVXIOAXRBIM-VYAQFWOSSA-N						
XXX_LMGP06010333	PI(18:9(9Z,12Z)/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	910.557134	C49H83O13P	123065352	52927786	MIPIWBICWOGBBR-MCFLSGHVSA-N						
XXX_LMGP06010844	PI(18:9(9Z,12Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	906.525834	C49H79O13P	123065863	52928297	FGJIPINHJVAJIH-IWQQQDIDSA-N						
XXX_LMGP06050016	PI(18:10(6Z,9Z,12Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	594.280518	C27H47O12P	123066178	52928611	LLHYFNVRZDNGJG-CPGAUMDZSA-N						
XXX_LMGP06010334	PI(18:10(6Z,9Z,12Z)/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	776.447584	C39H69O13P	123065353	52927787	YFHJAEYERNMBCN-UZNSTIHJSA-N						
XXX_LMGP06010335	PI(18:10(6Z,9Z,12Z)/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	790.463234	C40H71O13P	123065354	52927788	ZXUKQEMBSFEDOC-PXFASJQTSA-N						
XXX_LMGP06010336	PI(18:10(6Z,9Z,12Z)/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	804.478884	C41H73O13P	123065355	52927789	NKEIZZYQFIMWRK-WQNMFMCESA-N						
XXX_LMGP06010337	PI(18:10(6Z,9Z,12Z)/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	802.463234	C41H71O13P	123065356	52927790	FCYXLGWXLIXAER-ZHJCFWFHSA-N						
XXX_LMGP06010338	PI(18:10(6Z,9Z,12Z)/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	818.494534	C42H75O13P	123065357	52927791	ODJBSJJZUIOXGL-GGODUXKMSA-N						
XXX_LMGP06010339	PI(18:10(6Z,9Z,12Z)/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	816.478884	C42H73O13P	123065358	52927792	LUEZEOPVCKTLBG-OODHFMBASA-N						
XXX_LMGP06010340	PI(18:10(6Z,9Z,12Z)/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	832.510184	C43H77O13P	123065359	52927793	PYAOWRRAKXBBTO-LADZSAMRSA-N						
XXX_LMGP06010341	PI(18:10(6Z,9Z,12Z)/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	830.494534	C43H75O13P	123065360	52927794	VEWOKJCDRURGEX-WDDDCIACSA-N						
XXX_LMGP06010342	PI(18:10(6Z,9Z,12Z)/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065361	52927795	OZDNMUXNLFHISG-BYJLVLTNSA-N						
XXX_LMGP06010343	PI(18:10(6Z,9Z,12Z)/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065362	52927796	QBXYYLNIHYSZFB-XTQGNMAJSA-N						
XXX_LMGP06010344	PI(18:10(6Z,9Z,12Z)/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	842.494534	C44H75O13P	123065363	52927797	BEQVKUJINYVPLJ-VJGJUDIESA-N						
XXX_LMGP06010345	PI(18:10(6Z,9Z,12Z)/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	860.541484	C45H81O13P	123065364	52927798	VSINDPRRAFDFGR-WEWIXEHKSA-N						
XXX_LMGP06010346	PI(18:10(6Z,9Z,12Z)/18:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	858.525834	C45H79O13P	123065365	52927799	XPAIWNCWEZBRLN-HWUJAIKYSA-N						
XXX_LMGP06010347	PI(18:10(6Z,9Z,12Z)/18:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	856.510184	C45H77O13P	123065366	52927800	SERGVNIRFCITRR-MCPXAAOPSA-N						
XXX_LMGP06010348	PI(18:10(6Z,9Z,12Z)/18:10(6Z,9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	854.494534	C45H75O13P	123065367	52927801	SPQXZZWHDFDCPP-BGHJYMBTSA-N						
XXX_LMGP06010349	PI(18:10(6Z,9Z,12Z)/18:10(9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	854.494534	C45H75O13P	123065368	52927802	IAGINISWCJSVCM-XFJPCHAVSA-N						
XXX_LMGP06010350	PI(18:10(6Z,9Z,12Z)/18:11(6Z,9Z,12Z,15Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	852.478884	C45H73O13P	123065369	52927803	DDIIXJKZCKJBBP-METVTTFHSA-N						
XXX_LMGP06010351	PI(18:10(6Z,9Z,12Z)/19:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	874.557134	C46H83O13P	123065370	52927804	KRZCIMBQKOPNFV-UMNKGLPWSA-N						
XXX_LMGP06010352	PI(18:10(6Z,9Z,12Z)/19:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	872.541484	C46H81O13P	123065371	52927805	HZTBSGFKDUXWKT-BPCICKNLSA-N						
XXX_LMGP06010353	PI(18:10(6Z,9Z,12Z)/20:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	888.572784	C47H85O13P	123065372	52927806	NGBBPVGDVHNQDM-DWJZOTJKSA-N						
XXX_LMGP06010354	PI(18:10(6Z,9Z,12Z)/20:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	886.557134	C47H83O13P	123065373	52927807	AWHHSRDYAALUAR-GXVRFCBESA-N						
XXX_LMGP06010355	PI(18:10(6Z,9Z,12Z)/20:9(11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	884.541484	C47H81O13P	123065374	52927808	BWTYDNNRTRUOCF-FIJOMQADSA-N						
XXX_LMGP06010356	PI(18:10(6Z,9Z,12Z)/20:10(8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	882.525834	C47H79O13P	123065375	52927809	QTUWTKIDCGFTAU-ZWJMBGETSA-N						
XXX_LMGP06010357	PI(18:10(6Z,9Z,12Z)/20:11(5Z,8Z,11Z,14Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	880.510184	C47H77O13P	123065376	52927810	RCLVRJSULMPKNE-SECKWVSWSA-N						
XXX_LMGP06010358	PI(18:10(6Z,9Z,12Z)/20:12(5Z,8Z,11Z,14Z,17Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	878.494534	C47H75O13P	123065377	52927811	SIPKDFIDCLQBFJ-SYWZSWGBSA-N						
XXX_LMGP06010359	PI(18:10(6Z,9Z,12Z)/21:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	902.588434	C48H87O13P	123065378	52927812	DAAUGPWJUPIOTN-NCTPAUGKSA-N						
XXX_LMGP06010360	PI(18:10(6Z,9Z,12Z)/22:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	916.604084	C49H89O13P	123065379	52927813	SUUUMHPKRWSDQO-DFYTYPDYSA-N						
XXX_LMGP06010361	PI(18:10(6Z,9Z,12Z)/22:8(11Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	914.588434	C49H87O13P	123065380	52927814	XSCMXEAWUZDERF-WSMQGHLISA-N						
XXX_LMGP06010362	PI(18:10(6Z,9Z,12Z)/22:9(13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	912.572784	C49H85O13P	123065381	52927815	JMAFKEBZSMGYAP-RTOJMITASA-N						
XXX_LMGP06010363	PI(18:10(6Z,9Z,12Z)/22:11(7Z,10Z,13Z,16Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	908.541484	C49H81O13P	123065382	52927816	TUWYKURFHKKWGL-NJALLLEYSA-N						
XXX_LMGP06010364	PI(18:10(6Z,9Z,12Z)/22:13(4Z,7Z,10Z,13Z,16Z,19Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	904.510184	C49H77O13P	123065383	52927817	XKNCVEQQLWEFTM-VEVKEQRVSA-N						
XXX_LMGP06050028	PI(18:10(9Z,12Z,15Z)/0:0)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Monoacylglycerophosphoinositols [GP0605]	594.280518	C27H47O12P	123066190	52928623	MLBWOYIGPAJIRN-DMMNRCIPSA-N						
XXX_LMGP06010365	PI(18:10(9Z,12Z,15Z)/12:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	776.447584	C39H69O13P	123065384	52927818	ZUOWMZXBFUFSBY-JHVWCAJBSA-N						
XXX_LMGP06010366	PI(18:10(9Z,12Z,15Z)/13:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	790.463234	C40H71O13P	123065385	52927819	QVJVHKJRUOUQGG-AYJDDQQCSA-N						
XXX_LMGP06010367	PI(18:10(9Z,12Z,15Z)/14:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	804.478884	C41H73O13P	123065386	52927820	KKHSSBDXYWUTCD-KKICSLPCSA-N						
XXX_LMGP06010368	PI(18:10(9Z,12Z,15Z)/14:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	802.463234	C41H71O13P	123065387	52927821	ZUTIQKQCLREIPA-HLACQRSISA-N						
XXX_LMGP06010369	PI(18:10(9Z,12Z,15Z)/15:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	818.494534	C42H75O13P	123065388	52927822	QLFQFSMHLFTTJM-ZVCJVPIUSA-N						
XXX_LMGP06010370	PI(18:10(9Z,12Z,15Z)/15:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	816.478884	C42H73O13P	123065389	52927823	CZWAOFQWEIRGLG-JANBLZENSA-N						
XXX_LMGP06010926	PI(18:10(9Z,12Z,15Z)/16:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	832.510184	C43H77O13P	123065945	52928379	YJCAFXVXNSWMHV-KXZZZZIKSA-N						
XXX_LMGP06010371	PI(18:10(9Z,12Z,15Z)/16:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	830.494534	C43H75O13P	123065390	52927824	YYLRDMBLQYPPBU-ZXNZZHLZSA-N						
XXX_LMGP06010372	PI(18:10(9Z,12Z,15Z)/17:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	846.525834	C44H79O13P	123065391	52927825	HMBRGJKGLVQUBJ-BKMLUQQASA-N						
XXX_LMGP06010373	PI(18:10(9Z,12Z,15Z)/17:8(9Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	844.510184	C44H77O13P	123065392	52927826	UOPYPPCJUMAXMB-XVPAPJFCSA-N						
XXX_LMGP06010374	PI(18:10(9Z,12Z,15Z)/17:9(9Z,12Z))	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	842.494534	C44H75O13P	123065393	52927827	BHHGQMOQHZCZBP-YVFKGDBOSA-N						
XXX_LMGP06010375	PI(18:10(9Z,12Z,15Z)/18:7)	[M-H]-	Glycerophospholipids [GP]	Glycerophosphoinositols [GP06]	Diacylglycerophosphoinositols [GP0601]	860.541484	C45H81O13P	123065394	52927828	KOVWXPCCFIFZFJ-WYCBWVEZSA-N						
